id,sentiment
"12311_10",0.9551838481048771
"8348_2",2.339054389952376e-05
"5828_4",0.38520545453840915
"7186_2",0.9932840773979242
"12128_7",0.9778635301115625
"2913_8",0.7239184681474218
"4396_1",0.0012228704498035935
"395_2",0.7955477399827097
"10616_1",0.0018054186872123739
"9074_9",0.007816439567452193
"9252_3",3.2894307313356493e-07
"9896_9",0.019450413591147048
"574_4",0.45535445649674045
"11182_8",0.6889347890253986
"11656_4",0.8575347000185056
"2322_4",0.8183641979037584
"8703_1",0.07678240125376173
"7483_1",0.03950435275810422
"6007_10",0.9995851298421375
"12424_4",1.8385162591486296e-05
"4672_1",3.959214477349615e-09
"10841_3",0.03280157185285935
"8954_7",0.8709944294401749
"7392_1",0.015266214642407737
"10288_8",0.9945687092866449
"5343_4",0.0007991116147345812
"4950_1",2.0096290108735177e-05
"9257_4",0.8496043713871158
"8689_3",0.16714072982081765
"4480_2",0.0055877718895461555
"9286_10",0.9955814643943024
"12245_10",0.9999718768807478
"7529_7",0.9915946316320151
"4_4",0.007097065452373064
"5299_2",0.00020106370179171507
"12077_8",0.9881557480400788
"10701_2",0.0066007387269415374
"11579_1",0.016419403661438688
"10993_1",0.08521810342060258
"8913_1",0.5184483982672348
"1350_3",0.00466645532468483
"3804_2",0.009130695276761046
"5025_3",0.9227895082577894
"5170_8",0.5309495358955838
"8225_8",0.9987959849190093
"6427_7",0.9987610109629629
"3165_3",0.31387525968006985
"7902_9",0.999995081843992
"8208_3",0.011589825074030334
"3577_8",0.9996405745427096
"4865_1",0.00021272370895992587
"9063_3",0.059870911183190614
"1106_1",0.9539214096804663
"1117_9",0.997599533662316
"1050_4",0.1455406489132318
"10755_9",0.26992131198816305
"2729_8",0.9914100966355077
"10072_10",0.9999726758427764
"2904_7",0.9999627685615873
"4584_2",0.3594065861996754
"189_4",0.1307387985473242
"6302_4",0.034402827311343316
"8138_9",0.9829274336151448
"1262_1",0.12479230864687693
"2199_10",0.9999999999999258
"6551_7",0.9695633832988484
"8082_7",0.05859073483708388
"4897_8",0.9999984380952216
"7360_1",1.991177347720132e-12
"11012_10",0.9842169517118614
"12046_1",0.054442090052891745
"2331_2",0.7424790431028786
"8961_9",0.9699718167695521
"751_7",0.22866727863897054
"9884_10",0.9752847100790503
"10016_8",0.9648731853541365
"8023_10",0.9988314631695919
"2628_1",0.001979359024126667
"5832_1",5.1962395296163825e-06
"7302_1",0.07051387049431267
"4501_3",0.015206508483943492
"1121_7",0.42487841266981574
"8334_3",0.9111900577562314
"9789_10",0.4803488345425769
"4230_10",0.904590072326933
"824_4",0.0004183543475017324
"6803_9",0.6755651445522356
"3086_7",0.9864886357776315
"1135_8",0.9994113412839137
"10136_1",3.2714011002841954e-05
"11129_3",0.01259830731213774
"2072_8",0.6837198545456892
"9501_7",0.9999519299061447
"319_10",0.999953007620932
"1693_7",0.9871795871285678
"10886_1",2.2797876451101577e-07
"9406_8",0.8672238965387046
"10376_10",0.71456641224224
"9902_1",0.03366295968177513
"9938_8",0.001166757327961799
"7080_9",0.4848159903402701
"11944_8",0.38131048555863944
"5249_1",1.489761840293128e-05
"9599_2",0.39251314017230526
"9620_1",0.009724818433757028
"11244_1",2.5680056610746265e-06
"6841_10",0.9166287303865152
"10050_4",0.6610701405941429
"10512_9",0.9452397660271534
"11327_3",1.0186322718046626e-05
"10681_8",0.9994176801749699
"808_3",0.014265737316171496
"546_7",0.9971637617709429
"10765_1",2.9007314096349443e-07
"7189_9",0.8183263579658305
"6005_9",0.9999999838532405
"11915_9",0.9641244700451645
"5740_10",0.9574671615602939
"7097_10",0.008614269899323955
"9573_10",0.5773542928346376
"5084_4",0.10153037979928016
"12332_7",0.11116963187200661
"8154_1",0.004242175290289646
"5610_1",0.0034919903502826795
"5323_9",0.9938801318965077
"11034_8",0.9915931493797888
"3977_2",0.019241676817514583
"12380_7",0.9472907292736282
"1737_8",0.9906875616009237
"6030_9",0.6945117118761416
"5918_7",0.9997303065339472
"7061_9",0.6835909056642443
"266_8",0.9772491914102052
"1375_10",0.9931098441561437
"8648_3",7.278410714821362e-09
"10146_10",0.9998604100999517
"4578_10",0.9978971014953697
"4685_8",0.9992548871430267
"11843_9",0.9606791809569423
"5467_10",0.9991809835549886
"10140_10",0.8879789925388356
"7721_8",0.9272901875021312
"11208_10",0.4538526640360295
"1063_10",0.9888892624450256
"8260_10",0.5720950055417461
"3182_9",0.9967637732123263
"2797_8",0.7242899534839808
"7613_2",0.9131604079439803
"11624_4",0.000887007188203987
"4847_10",0.6905010125444486
"10684_7",0.4479474060077012
"6312_1",0.502314671161064
"4925_3",0.005147147955496532
"4125_1",2.5597853097203826e-05
"2394_10",0.9997958358265977
"12105_10",0.7729639601419988
"7812_1",0.0013981144659192541
"1061_8",0.9981964823211928
"9343_3",0.51888783674737
"7696_10",0.9998686414887634
"9355_10",0.9999999999999922
"782_9",0.9974678096128796
"9882_10",0.9992086200095261
"10642_10",0.7908641041045437
"7410_2",0.001313055716048493
"9591_4",0.00018849220633624126
"11902_3",2.460006160771049e-05
"3495_7",0.004269069403667667
"6733_1",0.009386785371671404
"4552_1",4.721218895009579e-08
"6722_1",0.01044130207564278
"188_10",0.9357332109700287
"5099_10",0.9971632081770521
"10313_1",0.04681905612642072
"6756_9",0.4848848047125794
"6622_2",0.0027707190119706944
"4807_10",0.9999993001929522
"7173_3",0.13423454737430518
"11321_8",0.9645687405221476
"7909_9",0.6317412042375162
"8012_7",0.04999085966323621
"8615_4",0.000312833877140021
"8117_10",0.9509024629558736
"1892_10",0.8716775166461092
"4617_1",0.02932601975616471
"1893_8",0.9206253910161942
"5435_1",0.0024448989117055843
"162_3",0.0008036836523254194
"6516_10",0.9995528311339923
"11588_7",0.7488075590663156
"2006_1",0.02227401616743507
"1594_4",0.4534812978408907
"1472_1",0.019022306868790084
"3647_1",0.6617512140687669
"174_7",0.9990365718243713
"5539_7",0.0018632944605806092
"3384_10",0.9999999987684225
"3811_4",0.03635608310190008
"4079_8",0.0029635720945987805
"1179_7",0.7578766361692997
"3069_9",0.9999925417177473
"3769_8",0.9394873603077316
"9247_10",0.4466068868181627
"10434_1",0.0004129169096841558
"1147_10",0.9987993632426353
"5344_7",0.9990132135067774
"8073_10",0.9717080123994627
"7833_3",0.004343754812663936
"8370_1",1.376694493227056e-05
"9007_8",0.02191317317466559
"6624_7",0.19220602132411993
"6683_3",0.09670874117826236
"12275_7",0.24580998283517433
"11927_8",0.9874580368501197
"1560_10",0.99986744911627
"1325_9",0.8601192785098049
"3548_8",0.03099057246909484
"607_1",8.157453592258488e-08
"6702_7",0.25501719386666877
"5702_3",2.0140007943190868e-05
"11345_8",0.9998396078813341
"3428_4",0.3643578921442816
"7209_9",0.999024458034033
"8425_8",0.9998331812459453
"3087_1",0.01876601831973246
"1119_8",0.4137933455708583
"5715_3",0.5278868265584655
"8645_1",0.00013760226958151387
"2149_3",0.0008162148045901325
"10403_10",0.9854656723946869
"5628_1",0.000594785882601198
"5570_10",0.9998448821459428
"1613_3",0.0011302428512820538
"1454_4",0.950144194506132
"5094_3",0.24130556980368628
"7982_1",0.01038875301076333
"6894_2",0.1439235343875026
"6554_1",0.1712575835977602
"4721_3",0.0024507146985564155
"6904_4",0.0009649007258023009
"893_8",0.9999144843938351
"4605_4",0.17551118288066292
"11516_7",0.99105117300665
"11718_7",0.9998051236830934
"5956_1",2.5251207074409255e-05
"7455_9",0.43799558696970947
"6396_4",0.603667303172582
"1223_8",0.994766301806651
"8556_1",0.0012415545582886223
"6108_8",0.9991522612744171
"11690_1",4.039224104298394e-05
"3778_9",0.8683500694640065
"3627_4",0.18111911025549135
"8256_4",7.188546623791017e-05
"533_1",3.597962249699862e-05
